iter	RMSE
259	0.03155430282
260	0.03153323803
261	0.03151919736
262	0.03150423416
263	0.03148262588
264	0.03147704288
265	0.03145462773
266	0.03143085406
267	0.03140866801
268	0.0313900418
269	0.03136806754
270	0.03135795368
271	0.03135089331
272	0.0313211194
273	0.03129953218
274	0.03129952961
275	0.03128369219
276	0.03126629813
277	0.0312454197
278	0.03120603005
279	0.03118498037
280	0.03117109691
281	0.03114930963
282	0.03113401076
283	0.03111472505
284	0.03110828968
285	0.03108988556
286	0.03107089027
287	0.0310576935
288	0.03104433168
289	0.03103038512
290	0.03100764462
291	0.03099394501
292	0.0309800418
293	0.03095824986
294	0.03094990364
295	0.03091682585
296	0.03090226515
297	0.03089175852
298	0.03086488907
299	0.03085182579
300	0.03083829941
301	0.0308177119
302	0.03080548683
303	0.03078317932
304	0.03076788595
305	0.03076788277
306	0.03075052775
307	0.03074111406
308	0.03072788708
309	0.03071889376
310	0.03070721744
311	0.03069879165
312	0.03067437084
313	0.03065684255
314	0.03063172492
315	0.03060560509
316	0.03059494462
317	0.03059148922
318	0.03057481106
319	0.0305540966
320	0.03054515659
321	0.03053309821
322	0.03051180242
323	0.03050683701
324	0.03049370173
325	0.03047805884
326	0.0304703556
327	0.03047033959
328	0.03044861581
329	0.03044446034
330	0.03043384101
331	0.03041642439
332	0.03041087179
333	0.03039404565
334	0.03038037931
335	0.03037274313
336	0.03036323915
337	0.03035107372
338	0.03033743162
339	0.03031982672
340	0.0303136422
341	0.03030506159
342	0.03028427465
343	0.03026386282
344	0.03025510649
345	0.03023430179
346	0.03021808256
347	0.0301949596
348	0.03018411876
349	0.03016748363
350	0.03016748198
351	0.03015957571
352	0.03015052813
353	0.03013001615
354	0.03012398763
355	0.03011427403
356	0.0301021058
357	0.03007816884
358	0.03007154006
359	0.03006300934
360	0.03005637355
361	0.03004097267
362	0.03003126346
363	0.0300127833
364	0.02999987702
365	0.02999779228
366	0.02998341841
367	0.02998216488
368	0.02995971148
369	0.02993980542
370	0.02992921237
371	0.02991831817
372	0.02990043109
373	0.02988888352
374	0.02988032321
375	0.02986664275
376	0.02985505071
377	0.0298435184
378	0.02983697362
379	0.02983697194
380	0.02981277922
381	0.02980272493
382	0.02978087245
383	0.02978086737
384	0.02977471793
385	0.02976041483
386	0.02974991192
387	0.02974633023
388	0.02972919799
389	0.02971762542
390	0.02969393014
391	0.02967079926
392	0.0296581006
393	0.02964478003
394	0.02962573154
395	0.02961599943
396	0.0296038697
397	0.02959183168
398	0.0295820255
399	0.02957903316
400	0.02956183203
401	0.02954786652
402	0.02953711749
403	0.02953084976
404	0.02952036059
405	0.02950216528
406	0.02947739673
407	0.02946406312
408	0.02945463506
409	0.02944274765
410	0.02943095497
411	0.02942192252
412	0.0294047505
413	0.02939367146
414	0.02938492318
415	0.02938028379
416	0.02936135056
417	0.02935203474
418	0.02933755555
419	0.02931799807
420	0.02930565374
421	0.02929609353
422	0.02928657545
423	0.02927483048
424	0.02927098778
425	0.02926660357
426	0.02926369287
427	0.02925782039
428	0.0292451128
429	0.02923567358
430	0.02922993816
431	0.02922326327
432	0.02921101806
433	0.02919991872
434	0.0291841422
435	0.02917867663
436	0.02916226075
437	0.0291542957
438	0.02914472532
439	0.0291388495
